document_id,title,abstract,chemical_mesh_ids,disease_mesh_ids,relation_count,chemical_mentions_count,disease_mentions_count
11419773,Caffeine-induced cardiac arrhythmia: an unrecognised danger of healthfood products.,"We describe a 25-year-old woman with pre-existing mitral valve prolapse who developed intractable ventricular fibrillation after consuming a ""natural energy"" guarana health drink containing a high concentration of caffeine. This case highlights the need for adequate labelling and regulation of such products.",D002110,D014693|D008945|D001145,1,2,3
11581460,Bladder retention of urine as a result of continuous intravenous infusion of fentanyl: 2 case reports.,"Sedation has been commonly used in the neonate to decrease the stress and pain from the noxious stimuli and invasive procedures in the neonatal intensive care unit, as well as to facilitate synchrony between ventilator and spontaneous breaths. Fentanyl, an opioid analgesic, is frequently used in the neonatal intensive care unit setting for these very purposes. Various reported side effects of fentanyl administration include chest wall rigidity, hypotension, respiratory depression, and bradycardi...",D005283,D012131|D016055|D010146|D007022|D006869|D009127|D001745|D001919,5,4,8
11706060,Combined antiretroviral therapy causes cardiomyopathy and elevates plasma lactate in transgenic AIDS mice.,"Highly active antiretroviral therapy (HAART) is implicated in cardiomyopathy (CM) and in elevated plasma lactate (LA) in AIDS through mechanisms of mitochondrial dysfunction. To determine mitochondrial events from HAART in vivo, 8-week-old hemizygous transgenic AIDS mice (NL4-3Delta gag/pol; TG) and wild-type FVB/n littermates were treated with the HAART combination of zidovudine, lamivudine, and indinavir or vehicle control for 10 days or 35 days. At termination of the experiments, mice underwe...",D015215|D019259|D002118|D019469|D019344,D028361|D009202|D000163,3,10,10
11752354,Oral contraceptives and the risk of myocardial infarction.,"BACKGROUND: An association between the use of oral contraceptives and the risk of myocardial infarction has been found in some, but not all, studies. We investigated this association, according to the type of progestagen included in third-generation (i.e., desogestrel or gestodene) and second-generation (i.e., levonorgestrel) oral contraceptives, the dose of estrogen, and the presence or absence of prothrombotic mutations METHODS: In a nationwide, population-based, case-control study, we identif...",D004967|D011372|C033273|D003276|D017135|D016912,D009203,1,17,7
12369736,Effects of 5-HT1B receptor ligands microinjected into the accumbal shell or core on the cocaine-induced locomotor hyperactivity in rats.,"The present study was designed to examine the effect of 5-HT1B receptor ligands microinjected into the subregions of the nucleus accumbens (the shell and the core) on the locomotor hyperactivity induced by cocaine in rats. Male Wistar rats were implanted bilaterally with cannulae into the accumbens shell or core, and then were locally injected with GR 55562 (an antagonist of 5-HT1B receptors) or CP 93129 (an agonist of 5-HT1B receptors). Given alone to any accumbal subregion, GR 55562 (0.1-10 mi...",C103477|D003042|C065046,D009069,2,17,4
12639165,Ticlopidine-induced cholestatic hepatitis.,"OBJECTIVE: To report 2 cases of ticlopidine-induced cholestatic hepatitis, investigate its mechanism, and compare the observed main characteristics with those of the published cases. CASE SUMMARIES: Two patients developed prolonged cholestatic hepatitis after receiving ticlopidine following percutaneous coronary angioplasty, with complete remission during the follow-up period. T-cell stimulation by therapeutic concentration of ticlopidine was demonstrated in vitro in the patients, but not in hea...",C055162|D013988,D056486|D007565|D002779|D056486|D002779,3,11,22
12653683,Epithelial sodium channel (ENaC) subunit mRNA and protein expression in rats with puromycin aminonucleoside-induced nephrotic syndrome.,"In experimental nephrotic syndrome, urinary sodium excretion is decreased during the early phase of the disease. The molecular mechanism(s) leading to salt retention has not been completely elucidated. The rate-limiting constituent of collecting duct sodium transport is the epithelial sodium channel (ENaC). We examined the abundance of ENaC subunit mRNAs and proteins in puromycin aminonucleoside (PAN)-induced nephrotic syndrome. The time courses of urinary sodium excretion, plasma aldosterone co...",D000450|D012964|D011692,D009404|D011507,2,20,6
14659530,NO-induced migraine attack: strong increase in plasma calcitonin gene-related peptide (CGRP) concentration and negative correlation with platelet serotonin release.,"The aim of the present study was to investigate changes in the plasma calcitonin gene-related peptide (CGRP) concentration and platelet serotonin (5-hydroxytriptamine, 5-HT) content during the immediate headache and the delayed genuine migraine attack provoked by nitroglycerin. Fifteen female migraineurs (without aura) and eight controls participated in the study. Sublingual nitroglycerin (0.5 mg) was administered. Blood was collected from the antecubital vein four times: 60 min before and after...",D015740|D012701|D005996|D009569,D020326|D008881|D006261,2,22,20
15804801,Coronary aneurysm after implantation of a paclitaxel-eluting stent.,"Formation of coronary aneurysm is a rare complication of stenting with bare metal stents, but based on experimental studies drug-eluting stents may induce toxic effects on the vessel wall with incomplete stent apposition, aneurysm formation and with the potential of stent thrombosis or vessel rupture. We present a 43-year-old man who developed a coronary aneurysm in the right coronary artery 6 months after receiving a paclitaxel-eluting stent. The patient was asymptomatic and the aneurysm was de...",D017239,D000783|D003323|D013927,1,2,8
16160878,Behavioral effects of urotensin-II centrally administered in mice.,"Urotensin-II (U-II) receptors are widely distributed in the central nervous system. Intracerebroventricular (i.c.v.) injection of U-II causes hypertension and bradycardia and stimulates prolactin and thyrotropin secretion. However, the behavioral effects of centrally administered U-II have received little attention. In the present study, we tested the effects of i.c.v. injections of U-II on behavioral, metabolic, and endocrine responses in mice. Administration of graded doses of U-II (1-10,000 n...",D001058|D003345|D014579,D010409|D006973|D001919|D001523,1,13,4
16274958,Recurrent dysphonia and acitretin.,"We report the case of a woman complaining of dysphonia while she was treated by acitretin. Her symptoms totally regressed after drug withdrawal and reappeared when acitretin was reintroduced. To our knowledge, this is the first case of acitretin-induced dysphonia. This effect may be related to the pharmacological effect of this drug on mucous membranes.",D017255,D055154,1,4,3
16330766,Pharmacological modulation of pain-related brain activity during normal and central sensitization states in humans.,Abnormal processing of somatosensory inputs in the central nervous system (central sensitization) is the mechanism accounting for the enhanced pain sensitivity in the skin surrounding tissue injury (secondary hyperalgesia). Secondary hyperalgesia shares clinical characteristics with neurogenic hyperalgesia in patients with neuropathic pain. Abnormal brain responses to somatosensory stimuli have been found in patients with hyperalgesia as well as in normal subjects during experimental central sen...,D002211|C040029,D010146|D009437|D017695|D006930,1,9,10
16574712,MDMA polydrug users show process-specific central executive impairments coupled with impaired social and emotional judgement processes.,"In recent years working memory deficits have been reported in users of MDMA (3,4-methylenedioxymethamphetamine, ecstasy). The current study aimed to assess the impact of MDMA use on three separate central executive processes (set shifting, inhibition and memory updating) and also on ""prefrontal"" mediated social and emotional judgement processes. Fifteen polydrug ecstasy users and 15 polydrug non-ecstasy user controls completed a general drug use questionnaire, the Brixton Spatial Anticipation ta...",D018817,D003072|D008569,1,10,2
17111419,Severe citrate toxicity complicating volunteer apheresis platelet donation.,"We report a case of severe citrate toxicity during volunteer donor apheresis platelet collection. The donor was a 40-year-old female, first-time apheresis platelet donor. Past medical history was remarkable for hypertension, hyperlipidemia, and depression. Reported medications included bumetanide, pravastatin, and paroxetine. Thirty minutes from the start of the procedure, the donor noted tingling around the mouth, hands, and feet. She then very rapidly developed acute onset of severe facial and...",D002125|C102006|D017035|D002118|D049994|D017374|D002034,D013746|D006973|D006996|D003866|D064420|C536214|D006949,1,12,11
